pnu,is_res,n_bld,gu,in_national
1111017100101590003,True,1,11110,False
1111017100101600003,True,1,11110,False
1111017100101660001,True,1,11110,False
1111017100101660003,True,1,11110,False
1111017100101670006,False,1,11110,False
1111017100102000002,False,1,11110,False
1111017100102020000,False,1,11110,False
1111017100102070002,True,1,11110,False
1111017100102080003,False,1,11110,False
1111017100102080005,False,1,11110,False
1111017100102090002,False,1,11110,False
1111017100102160004,False,1,11110,False
1111017100102170000,False,1,11110,False
1111017100102250000,False,1,11110,False
1111017200100070000,False,1,11110,False
1111017200100120003,False,1,11110,False
1111017200100170004,False,1,11110,False
1111017200100190002,False,1,11110,False
1111017200100210002,False,1,11110,False
1111017200100420001,True,1,11110,False
1111017200100510000,False,1,11110,False
1111017200100540001,False,1,11110,False
1111017200100580002,False,1,11110,False
1111017200100590003,False,1,11110,False
1111017200100620000,False,1,11110,False
1111017200100660002,True,2,11110,False
1111017200100690001,False,1,11110,False
1111017200100700003,False,1,11110,False
1111017200100750000,True,1,11110,False
1111017200100820002,False,1,11110,False
1111017200100850009,False,1,11110,False
1111017200101050000,False,1,11110,False
1111017200101110002,False,1,11110,False
1111017200101250000,True,1,11110,False
1111017200101280000,True,1,11110,False
1111017200101310000,True,2,11110,False
1111017200101540002,False,1,11110,False
1111017200101760001,False,1,11110,False
1111017200101830000,False,1,11110,False
1111017200101850000,False,1,11110,False
1111017200101880015,True,1,11110,False
1111017200101960013,True,1,11110,False
1111017200102060007,True,1,11110,False
1111017200102060015,False,1,11110,False
1111017200102060017,True,1,11110,False
1111017200102060027,True,1,11110,False
1111017200102060047,True,1,11110,False
1111017300100010008,False,1,11110,False
1111017300100010012,True,1,11110,False
1111017300100010067,True,1,11110,False
1111017300100010069,True,1,11110,False
1111017300100010070,True,1,11110,False
1111017300100010071,True,1,11110,False
1111017300100010072,True,1,11110,False
1111017300100010097,True,1,11110,False
1111017300100010107,True,1,11110,False
1111017300100010114,True,1,11110,False
1111017300100010126,True,1,11110,False
1111017300100010151,True,1,11110,False
1111017300100010160,True,1,11110,False
1111017300100010161,True,1,11110,False
1111017300100010164,True,2,11110,False
1111017300100010201,True,1,11110,False
1111017300100010206,True,1,11110,False
1111017300100010231,True,1,11110,False
1111017300100010234,True,1,11110,False
1111017300100010237,True,1,11110,False
1111017300100010240,True,1,11110,False
1111017300100010244,True,1,11110,False
1111017300100010247,True,1,11110,False
1111017300100010248,True,1,11110,False
1111017300100010250,True,1,11110,False
1111017300100010253,False,1,11110,False
1111017300100010256,True,1,11110,False
1111017300100010257,True,1,11110,False
1111017300100010258,True,1,11110,False
1111017300100010259,True,1,11110,False
1111017300100010262,True,1,11110,False
1111017300100010263,True,1,11110,False
1111017300100010276,True,1,11110,False
1111017300100010277,True,1,11110,False
1111017300100010287,True,1,11110,False
1111017300100010288,True,1,11110,False
1111017300100010293,True,2,11110,False
1111017300100010295,True,1,11110,False
1111017300100010298,True,1,11110,False
1111017300100010307,True,1,11110,False
1111017300100010308,True,1,11110,False
1111017300100010309,True,1,11110,False
1111017300100010310,False,1,11110,False
1111017300100010311,True,1,11110,False
1111017300100010314,True,1,11110,False
1111017300100010327,True,1,11110,False
1111017300100010333,True,1,11110,False
1111017300100010336,True,1,11110,False
1111017300100010340,True,1,11110,False
1111017300100010346,True,1,11110,False
1111017300100010859,True,1,11110,False
1111017300100010864,False,1,11110,False
1111017300100010870,True,1,11110,False
1111017300100010871,True,1,11110,False
1111017300100010878,True,1,11110,False
1111017300100010884,True,1,11110,False
1111017300100010886,True,2,11110,False
1111017300100010889,True,1,11110,False
1111017300100010898,True,1,11110,False
1111017300100010907,True,2,11110,False
1111017300100010913,False,1,11110,False
1111017300100010917,True,1,11110,False
1111017300100010928,True,1,11110,False
1111017300100010930,True,1,11110,False
1111017300100010931,True,1,11110,False
1111017300100010935,True,1,11110,False
1111017300100010937,True,2,11110,False
1111017300100010940,True,1,11110,False
1111017300100010960,True,1,11110,False
1111017300100010981,True,1,11110,False
1111017300100010982,True,1,11110,False
1111017300100010983,True,1,11110,False
1111017300100010991,True,1,11110,False
1111017300100010992,False,1,11110,False
1111017300100010999,True,1,11110,False
1111017300100011008,True,1,11110,False
1111017300100011030,True,1,11110,False
1111017300100011034,True,2,11110,False
1111017300100011035,True,1,11110,False
1111017300100011045,True,2,11110,False
1111017300100011046,True,1,11110,False
1111017300100011047,True,2,11110,False
1111017300100011053,False,1,11110,False
1111017300100011058,True,1,11110,False
1111017300100011067,True,1,11110,False
1111017300100011085,True,1,11110,False
1111017300100011095,True,1,11110,False
1111017300100011097,True,1,11110,False
1111017300100011103,True,1,11110,False
1111017300100011106,True,1,11110,False
1111017300100011107,True,1,11110,False
1111017300100011110,False,1,11110,False
1111017300100011111,True,1,11110,False
1111017300100011115,True,1,11110,False
1111017300100011120,True,1,11110,False
1111017300100011129,True,1,11110,False
1111017300100011146,True,1,11110,False
1111017300100011156,True,1,11110,False
1111017300100011187,True,1,11110,False
1111017300100011195,True,1,11110,False
1111017300100020007,False,1,11110,False
1111017300100020018,False,1,11110,False
1111017300100020022,True,1,11110,False
1111017300100020037,False,1,11110,False
1111017300100020038,False,1,11110,False
1111017300100060001,False,1,11110,False
1111017300100070002,False,1,11110,False
1111017300100100001,False,1,11110,False
1111017300100160000,True,1,11110,False
1111017300100170002,True,1,11110,False
1111017300100180002,True,1,11110,False
1111017300100270001,False,2,11110,False
1111017300100270003,True,1,11110,False
1111017300100280000,True,1,11110,False
1111017300100360000,False,1,11110,False
1111017300100460000,False,1,11110,False
1111017300100500001,False,1,11110,False
1111017300100510006,True,1,11110,False
1111017300100510011,False,1,11110,False
1111017300100520004,True,1,11110,False
1111017300100550002,True,1,11110,False
1111017300100550007,True,1,11110,False
1111017300100580002,True,1,11110,False
1111017300100610002,True,1,11110,False
1111017300100610006,True,1,11110,False
1111017300100650004,True,1,11110,False
1111017300100660004,True,1,11110,False
1111017300100670009,True,1,11110,False
1111017300100670017,True,1,11110,False
1111017300100720009,True,1,11110,False
1111017300100720012,True,1,11110,False
1111017300100850008,False,1,11110,False
1111017300100850011,True,1,11110,False
1111017300100870000,True,1,11110,False
1111017300100880005,True,1,11110,False
1111017300100890003,True,1,11110,False
1111017300100910004,True,2,11110,False
1111017300100950000,True,1,11110,False
1111017300100960001,True,1,11110,False
1111017300100990008,True,1,11110,False
1111017300101080009,True,1,11110,False
1111017300101120001,True,1,11110,False
1111017300101120002,True,1,11110,False
1111017300101160003,True,1,11110,False
1111017300101210002,True,1,11110,False
1111017300101240000,True,1,11110,False
1111017300101250000,True,1,11110,False
1111017300101260001,True,1,11110,False
1111017300101340002,False,1,11110,False
1111017300101350000,False,1,11110,False
1111017300101370006,True,1,11110,False
1111017300101370007,True,1,11110,False
1111017300101430011,True,1,11110,False
1111017300101490000,False,1,11110,False
1111017300101530018,True,1,11110,False
1111017400100010083,True,1,11110,False
1111017400100010084,False,1,11110,False
1111017400100050002,True,1,11110,False
1111017400100060015,False,1,11110,False
1111017400100070026,False,2,11110,False
1111017400100130010,True,1,11110,False
1111017400100140013,True,1,11110,False
1111017400100160002,True,1,11110,False
1111017400100160008,True,1,11110,False
1111017400100170003,True,2,11110,False
1111017400100170004,False,2,11110,False
1111017400100170019,True,1,11110,False
1111017400100170022,True,1,11110,False
1111017400100170038,False,1,11110,False
1111017400100180003,False,1,11110,False
1111017400100180005,True,1,11110,False
1111017400100230023,True,1,11110,False
1111017400100230049,True,1,11110,False
1111017400100230051,True,1,11110,False
1111017400100230064,True,1,11110,False
1111017400100230077,True,1,11110,False
1111017400100230082,True,1,11110,False
1111017400100230249,True,1,11110,False
1111017400100230256,True,1,11110,False
1111017400100230260,True,1,11110,False
1111017400100230281,True,1,11110,False
1111017400100230288,True,1,11110,False
1111017400100230324,True,1,11110,False
1111017400100230385,True,1,11110,False
1111017400100230397,True,1,11110,False
1111017400100230406,True,1,11110,False
1111017400100230432,True,1,11110,False
1111017400100230440,True,1,11110,False
1111017400100230447,True,1,11110,False
1111017400100230448,True,1,11110,False
1111017400100230450,True,1,11110,False
1111017400100230465,True,1,11110,False
1111017400100230473,True,1,11110,False
1111017400100230487,True,1,11110,False
1111017400100230497,True,1,11110,False
1111017400100230504,True,1,11110,False
1111017400100230507,True,1,11110,False
1111017400100230575,True,1,11110,False
1111017400100230617,True,1,11110,False
1111017400100230619,True,1,11110,False
1111017400100230620,True,1,11110,False
1111017400100230634,True,1,11110,False
1111017400100230638,True,1,11110,False
1111017400100230678,True,2,11110,False
1111017400100230696,True,1,11110,False
1111017400100230820,True,1,11110,False
1111017400100250002,True,2,11110,False
1111017400100250003,False,1,11110,False
1111017400100290000,True,1,11110,False
1111017400100440000,True,1,11110,False
1111017400100470001,True,1,11110,False
1111017400100470006,True,1,11110,False
1111017400100480001,True,1,11110,False
1111017400100500001,True,1,11110,False
1111017400100530003,False,1,11110,False
1111017400100550000,True,1,11110,False
1111017400100800005,False,1,11110,False
1111017400100800006,True,1,11110,False
1111017400100810001,True,1,11110,False
1111017400100810005,True,1,11110,False
1111017400100810006,True,1,11110,False
1111017400100810008,False,1,11110,False
1111017400100980000,True,1,11110,False
1111017400101030005,True,1,11110,False
1111017400101060000,True,2,11110,False
1111017400101070000,True,1,11110,False
1111017400101090000,True,1,11110,False
1111017400101120003,False,2,11110,False
1111017400101130000,True,1,11110,False
1111017400101160000,True,1,11110,False
1111017400101170001,True,1,11110,False
1111017400101170002,True,2,11110,False
1111017400101200002,False,1,11110,False
1111017400101210000,True,1,11110,False
1111017400101280013,True,1,11110,False
1111017400101280020,True,1,11110,False
1111017400101280025,True,1,11110,False
1111017400101280032,False,3,11110,False
1111017400101280033,False,1,11110,False
1111017400101300013,True,1,11110,False
1111017400101300016,True,2,11110,False
1111017400101300021,True,1,11110,False
1111017400101300064,True,1,11110,False
1111017400101300095,True,1,11110,False
1111017400101300125,True,1,11110,False
1111017400101300126,False,1,11110,False
1111017400101310003,False,1,11110,False
1111017400101310004,False,2,11110,False
1111017400101310009,True,1,11110,False
1111017400101310015,True,1,11110,False
1111017400101310021,True,1,11110,False
1111017400101310025,False,1,11110,False
1111017400101310030,True,1,11110,False
1111017400101310031,True,1,11110,False
1111017400101310032,True,1,11110,False
1111017400101310033,True,1,11110,False
1111017400101310035,True,1,11110,False
1111017400101310038,False,1,11110,False
1111017400101310050,True,1,11110,False
1111017400101310060,True,1,11110,False
1111017400101310065,True,1,11110,False
1111017400101310084,True,1,11110,False
1111017400101310086,True,1,11110,False
1111017400101310096,True,1,11110,False
1111017400101310100,True,1,11110,False
1111017400101310107,True,1,11110,False
1111017400101310112,True,1,11110,False
1111017400101310119,True,1,11110,False
1111017400101310122,True,1,11110,False
1111017400101310133,True,1,11110,False
1111017400101350002,True,1,11110,False
1111017400101380052,True,1,11110,False
1111017400101380056,True,1,11110,False
1111017400101380062,True,1,11110,False
1111017400101380074,True,1,11110,False
1111017400101380083,False,1,11110,False
1111017400101380093,True,1,11110,False
1111017400101400005,False,1,11110,False
1111017400101400012,True,2,11110,False
1111017400101400021,True,1,11110,False
1111017400101420006,True,1,11110,False
1111017400101420007,True,1,11110,False
1111017400101420015,False,1,11110,False
1111017400101420021,True,1,11110,False
1111017400101420027,True,1,11110,False
1111017400101420031,False,1,11110,False
1111017400101420033,False,2,11110,False
1111017400101420037,False,1,11110,False
1111017400101430004,True,1,11110,False
1111017400101430007,True,1,11110,False
1111017400101430012,False,1,11110,False
1111017400101430015,False,2,11110,False
1111017400101480001,False,1,11110,False
1111017400101600000,False,3,11110,False
1111017400101620001,True,2,11110,False
1111017400101770000,True,1,11110,False
1111017400101950011,True,1,11110,False
1111017400101970015,True,1,11110,False
1111017400101970016,False,1,11110,False
1111017400101970017,False,1,11110,False
1111017400101970018,True,1,11110,False
1111017400101970023,True,1,11110,False
1111017400101970027,True,1,11110,False
1111017400101970031,True,1,11110,False
1111017400101970032,False,1,11110,False
1111017400101970049,True,1,11110,False
1111017400102070000,False,1,11110,False
1111017400102120000,False,1,11110,False
1111017400102220008,False,2,11110,False
1111017400102260023,True,1,11110,False
1111017400102260028,True,1,11110,False
1111017400102260039,True,1,11110,False
1111017400102260052,True,1,11110,False
1111017400102410000,True,1,11110,False
1111017400102470000,True,1,11110,False
1111017400102550001,False,1,11110,False
1111017400102660001,True,1,11110,False
1111017400102690000,False,1,11110,False
1111017400102710000,False,1,11110,False
1111017400102730000,False,1,11110,False
1111017400102760001,False,1,11110,False
1111017400102780000,True,1,11110,False
1111017400102790000,False,1,11110,False
1111017400102810001,False,1,11110,False
1111017400102810003,False,1,11110,False
1111017400102820001,True,1,11110,False
1111017400102840003,False,1,11110,False
1111017400103290001,False,1,11110,False
1111017400103300018,False,1,11110,False
1111017400103300044,True,1,11110,False
1111017400103300059,False,1,11110,False
1111017400103390001,False,3,11110,False
1111017400103400008,True,1,11110,False
1111017400103400011,True,1,11110,False
1111017400103450001,False,1,11110,False
1111017400103520003,False,1,11110,False
1111017400103540001,False,1,11110,False
1111017400103750000,False,1,11110,False
1111017400103880000,False,1,11110,False
1111017400103900006,False,1,11110,False
1111017400103900017,True,1,11110,False
1111017400103900019,False,1,11110,False
1111017400103900023,False,1,11110,False
1111017400103900025,False,1,11110,False
1111017400103910010,False,1,11110,False
1111017400103920004,False,1,11110,False
1111017400103920006,False,1,11110,False
1111017400103930012,False,1,11110,False
1111017400103950004,False,1,11110,False
1111017400103950006,False,2,11110,False
1111017400103950011,False,1,11110,False
1111017400103950014,False,1,11110,False
1111017400103950034,False,1,11110,False
1111017400104010027,True,1,11110,False
1111017400104010029,True,1,11110,False
1111017400104010030,False,2,11110,False
1111017400104010031,True,1,11110,False
1111017400104010032,True,1,11110,False
1111017400104010033,True,2,11110,False
1111017400104010036,False,2,11110,False
1111017400104010037,False,1,11110,False
1111017400104030008,True,1,11110,False
1111017400104060003,True,1,11110,False
1111017400104080003,False,1,11110,False
1111017400104110007,False,1,11110,False
1111017400104110012,False,1,11110,False
1111017400104270007,True,1,11110,False
1111017400104270016,False,1,11110,False
1111017400104300020,False,1,11110,False
1111017400104330001,False,2,11110,False
1111017400104350001,False,1,11110,False
1111017400104360064,True,3,11110,False
1111017400104360078,True,1,11110,False
1111017400104360079,True,1,11110,False
1111017400104470002,False,2,11110,False
1111017400104470003,False,1,11110,False
1111017400104480006,False,1,11110,False
1111017400104490012,True,1,11110,False
1111017400104590001,False,1,11110,False
1111017400104590002,False,1,11110,False
1111017400104590006,False,4,11110,False
1111017400104590014,False,1,11110,False
1111017400104590030,False,1,11110,False
1111017400104590041,True,1,11110,False
1111017400104600003,False,1,11110,False
1111017400104630001,False,2,11110,False
1111017400104640008,False,5,11110,False
1111017400104640011,False,2,11110,False
1111017400105220001,False,1,11110,False
1111017400105360001,False,2,11110,False
1111017400105500001,False,4,11110,False
1111017400105590000,False,1,11110,False
1111017400105670001,False,1,11110,False
1111017400105690000,False,1,11110,False
1111017400105730001,True,1,11110,False
1111017400105800001,False,1,11110,False
1111017400105800004,True,1,11110,False
1111017400105800014,True,1,11110,False
1111017400105800021,True,1,11110,False
1111017400105810014,True,1,11110,False
1111017400105820027,False,1,11110,False
1111017400105820035,False,1,11110,False
1111017400105820037,False,1,11110,False
1111017400105830004,True,1,11110,False
1111017400105830006,False,1,11110,False
1111017400105830009,False,1,11110,False
1111017400105830012,False,1,11110,False
1111017400105830017,False,1,11110,False
1111017400105830032,False,1,11110,False
1111017400105830045,True,1,11110,False
1111017400105830065,True,1,11110,False
1111017400105830084,False,1,11110,False
1111017400105840000,False,1,11110,False
1111017400105900000,False,1,11110,False
1111017400105920006,True,1,11110,False
1111017400105920007,True,1,11110,False
1111017400105930009,True,2,11110,False
1111017400105930017,True,1,11110,False
1111017400105930018,False,1,11110,False
1111017400105930028,True,1,11110,False
1111017400105940007,True,1,11110,False
1111017400105950030,True,1,11110,False
1111017400105950043,True,1,11110,False
1111017400105950051,True,1,11110,False
1111017400105950066,True,2,11110,False
1111017400105950070,True,1,11110,False
1111017400105950124,True,1,11110,False
1111017400105950125,True,1,11110,False
1111017400105950127,True,2,11110,False
1111017400105950143,True,2,11110,False
1111017400105950192,True,1,11110,False
1111017400105950208,True,1,11110,False
1111017400105950237,True,1,11110,False
1111017400105950255,True,1,11110,False
1111017400105950260,True,1,11110,False
1111017400105950262,False,1,11110,False
1111017400105950272,True,1,11110,False
1111017400106080017,True,1,11110,False
1111017400106080031,True,1,11110,False
1111017400106090000,True,1,11110,False
1111017400106100013,True,1,11110,False
1111017400106110015,True,1,11110,False
1111017400106110064,True,1,11110,False
1111017400106110077,True,1,11110,False
1111017400106120001,True,1,11110,False
1111017400106150073,True,1,11110,False
1111017400106150120,True,1,11110,False
1111017400106150127,True,2,11110,False
1111017400106160007,True,1,11110,False
1111017400106190006,True,1,11110,False
1111017400106250010,True,1,11110,False
1111017400106250013,True,1,11110,False
1111017400106260009,True,1,11110,False
1111017400106270095,True,1,11110,False
1111017400106270157,True,1,11110,False
1111017400106290008,True,1,11110,False
1111017400106290020,True,1,11110,False
1111017400106290025,True,1,11110,False
1111017400106290051,True,1,11110,False
1111017400106300001,True,1,11110,False
1111017400106320000,True,1,11110,False
1111017400106330003,False,1,11110,False
1111017400106330005,False,1,11110,False
1111017400106330007,True,1,11110,False
1111017400106330012,False,1,11110,False
1111017400106330020,True,1,11110,False
1111017400106400123,True,1,11110,False
1111017400106400134,True,1,11110,False
1111017400106460001,False,1,11110,False
1111017400106470006,True,1,11110,False
1111017400106470007,True,1,11110,False
1111017400106470008,True,1,11110,False
1111017400106470009,True,1,11110,False
1111017400106470015,False,1,11110,False
1111017400106470019,False,1,11110,False
1111017400106470025,False,1,11110,False
1111017400106470028,True,1,11110,False
1111017400106470029,True,1,11110,False
1111017400106470032,True,1,11110,False
1111017400106470039,False,1,11110,False
1111017400106470042,True,2,11110,False
1111017400106470046,True,1,11110,False
1111017400106470049,True,2,11110,False
1111017400106470050,True,1,11110,False
1111017400106510006,False,2,11110,False
1111017400106510027,True,1,11110,False
1111017400106510029,False,1,11110,False
1111017400106510038,False,1,11110,False
1111017400106510047,False,1,11110,False
1111017400106510063,True,1,11110,False
1111017400106510065,False,1,11110,False
1111017400106510075,True,1,11110,False
1111017400106510084,False,1,11110,False
1111017400106600025,True,1,11110,False
1111017400106600082,True,1,11110,False
1111017400106600083,False,1,11110,False
1111017400106640003,True,1,11110,False
1111017400106680005,True,1,11110,False
1111017400106690002,False,1,11110,False
1111017400106750000,True,1,11110,False
1111017400106870015,False,1,11110,False
1111017400106870026,False,1,11110,False
1111017400106870028,False,2,11110,False
1111017400106880000,True,1,11110,False
1111017400106910001,False,1,11110,False
1111017400106930000,False,4,11110,False
1111017400106930003,True,3,11110,False
1111017500100050002,True,1,11110,False
1111017500100050008,True,1,11110,False
1111017500100050033,True,1,11110,False
1111017500100060002,True,1,11110,False
1111017500100070013,False,1,11110,False
1111017500100100001,True,1,11110,False
1111017500100100002,True,1,11110,False
1111017500100100003,True,1,11110,False
1111017500100100005,True,1,11110,False
1111017500100100008,True,1,11110,False
1111017500100100009,True,1,11110,False
1111017500100100011,True,1,11110,False
1111017500100100012,True,1,11110,False
1111017500100100013,True,1,11110,False
1111017500100100015,True,1,11110,False
1111017500100110006,True,1,11110,False
1111017500100120008,True,1,11110,False
1111017500100120009,True,4,11110,False
1111017500100120019,True,1,11110,False
1111017500100150006,True,1,11110,False
1111017500100240008,True,1,11110,False
1111017500100270003,True,1,11110,False
1111017500100270008,True,1,11110,False
1111017500100320010,False,1,11110,False
1111017500100330004,True,1,11110,False
1111017500100420000,True,1,11110,False
1111017500100480002,False,1,11110,False
1111017500100490002,True,1,11110,False
1111017500100530008,True,1,11110,False
1111017500100550002,False,1,11110,False
1111017500100560014,False,1,11110,False
1111017500100560018,True,1,11110,False
1111017500100560021,True,3,11110,False
1111017500100560025,False,1,11110,False
1111017500100560031,True,1,11110,False
1111017500100560036,True,1,11110,False
1111017500100560037,True,1,11110,False
1111017500100560053,True,1,11110,False
1111017500100560054,True,1,11110,False
1111017500100560055,True,1,11110,False
1111017500100560058,True,1,11110,False
1111017500100560069,True,1,11110,False
1111017500100560082,True,1,11110,False
1111017500100560090,True,1,11110,False
1111017500100560094,True,1,11110,False
1111017500100560098,True,1,11110,False
1111017500100560110,True,1,11110,False
1111017500100560112,True,1,11110,False
1111017500100560114,True,1,11110,False
1111017500100560117,False,1,11110,False
1111017500100560122,True,1,11110,False
1111017500100560125,True,1,11110,False
1111017500100560127,True,1,11110,False
1111017500100560131,True,1,11110,False
1111017500100560150,True,1,11110,False
1111017500100560151,True,1,11110,False
1111017500100560154,True,1,11110,False
1111017500100570020,True,1,11110,False
1111017500100570021,True,1,11110,False
1111017500100570032,False,1,11110,False
1111017500100570044,True,1,11110,False
1111017500100580337,True,1,11110,False
1111017500100590018,True,1,11110,False
1111017500100590026,True,1,11110,False
1111017500100590029,True,1,11110,False
1111017500100590032,True,1,11110,False
1111017500100590034,True,1,11110,False
1111017500100600011,True,1,11110,False
1111017500100610077,True,1,11110,False
1111017500100610081,True,1,11110,False
1111017500100610103,False,1,11110,False
1111017500100610106,True,1,11110,False
1111017500100630018,False,1,11110,False
1111017500100650020,False,1,11110,False
1111017500100670001,True,1,11110,False
1111017500100670005,True,2,11110,False
1111017500100670009,True,1,11110,False
1111017500100670011,True,1,11110,False
1111017500100670012,True,1,11110,False
1111017500100670015,True,1,11110,False
1111017500100670022,True,1,11110,False
1111017500100680022,True,1,11110,False
1111017500100700005,True,1,11110,False
1111017500100700006,True,1,11110,False
1111017500100700011,True,1,11110,False
1111017500100700019,False,1,11110,False
1111017500100700029,False,1,11110,False
1111017500100700034,True,1,11110,False
1111017500100720004,True,1,11110,False
1111017500100720009,False,1,11110,False
1111017500100720018,False,1,11110,False
1111017500100720019,False,1,11110,False
1111017500100720023,True,1,11110,False
1111017500100720025,False,1,11110,False
1111017500100720026,True,1,11110,False
1111017500100720030,True,2,11110,False
1111017500100720031,True,1,11110,False
1111017500100720045,True,2,11110,False
1111017500100720048,True,1,11110,False
1111017500100720051,True,1,11110,False
1111017500100720079,True,1,11110,False
1111017500100720097,True,1,11110,False
1111017500100720108,False,1,11110,False
1111017500100720118,True,1,11110,False
1111017500100720119,True,1,11110,False
1111017500100720126,True,1,11110,False
1111017500100720134,True,1,11110,False
1111017500100720136,True,2,11110,False
1111017500100720143,False,2,11110,False
1111017500100720149,True,3,11110,False
1111017500100720151,True,2,11110,False
1111017500100720156,True,2,11110,False
1111017500100720157,True,1,11110,False
1111017500100720166,True,1,11110,False
1111017500100720168,True,1,11110,False
1111017500100720169,True,1,11110,False
1111017500100720172,False,1,11110,False
1111017500100720173,False,1,11110,False
1111017500100720181,True,1,11110,False
1111017500100720198,True,1,11110,False
1111017500100810001,False,1,11110,False
1111017500100810017,False,2,11110,False
1111017500100810022,False,2,11110,False
1111017500101020001,False,2,11110,False
1111017500101370001,True,4,11110,False
1111017500101440001,False,1,11110,False
1111017500101510001,False,1,11110,False
1111017500101730000,False,1,11110,False
1111017500101780020,True,1,11110,False
1111017500101780022,True,1,11110,False
1111017500101780035,True,1,11110,False
1111017500101780052,True,1,11110,False
1111017500101780053,True,1,11110,False
1111017500101780054,True,1,11110,False
1111017500101780061,True,1,11110,False
1111017500101780067,True,1,11110,False
1111017500101780070,False,1,11110,False
1111017500101780072,True,1,11110,False
1111017500101780075,True,1,11110,False
1111017500101780080,False,1,11110,False
1111017500101780081,True,1,11110,False
1111017500101780084,True,1,11110,False
1111017500101780085,True,1,11110,False
1111017500101780087,True,1,11110,False
1111017500101780091,True,1,11110,False
1111017500101780094,False,1,11110,False
1111017500101780100,False,1,11110,False
1111017500101780106,True,1,11110,False
1111017500101780135,True,1,11110,False
1111017500101780146,True,1,11110,False
1111017500101780149,True,1,11110,False
1111017500101780156,False,1,11110,False
1111017500101780167,False,1,11110,False
1111017500101780187,True,1,11110,False
1111017500101790004,True,1,11110,False
1111017500101790006,True,1,11110,False
1111017500101790028,True,1,11110,False
1111017500101790070,True,1,11110,False
1111017500101790090,True,1,11110,False
1111017500101790093,True,1,11110,False
1111017500101810014,True,1,11110,False
1111017500101810016,True,1,11110,False
1111017500101810022,True,1,11110,False
1111017500101810024,False,1,11110,False
1111017500101810025,True,1,11110,False
1111017500101810038,True,1,11110,False
1111017500101810051,True,1,11110,False
1111017500101810052,True,3,11110,False
1111017500101810058,True,1,11110,False
1111017500101810133,True,1,11110,False
1111017500101810143,True,1,11110,False
1111017500101810149,True,1,11110,False
1111017500101810163,True,1,11110,False
1111017500101830022,False,1,11110,False
1111017500101860000,False,1,11110,False
1111017500101920000,False,2,11110,False
1111017500102000032,False,1,11110,False
1111017500102010007,False,1,11110,False
1111017500102010016,False,1,11110,False
1111017500102010025,False,1,11110,False
1111017500102020010,False,1,11110,False
1111017500102020013,False,1,11110,False
1111017500102020025,False,1,11110,False
1111017500102020027,False,1,11110,False
1111017500102020029,True,1,11110,False
1111017500102060003,False,1,11110,False
1111017500102070006,False,1,11110,False
1111017500102070026,True,1,11110,False
1111017500102070028,False,1,11110,False
1111017500102070038,False,1,11110,False
1111017500102070047,False,1,11110,False
1111017500102070050,False,1,11110,False
1111017500102110014,True,1,11110,False
1111017500102110017,False,1,11110,False
1111017500102110020,True,1,11110,False
1111017500102170006,False,3,11110,False
1111017500102170011,False,1,11110,False
1111017500102170016,False,1,11110,False
1111017500102170019,False,1,11110,False
1111017500102170020,False,1,11110,False
1111017500102220000,True,1,11110,False
1111017500102260001,False,2,11110,False
1111017500102260002,False,2,11110,False
1111017500102260007,False,1,11110,False
1111017500102260009,False,1,11110,False
1111017500102270007,False,1,11110,False
1111017500102320003,False,1,11110,False
1111017500102320011,False,1,11110,False
1111017500102330008,False,1,11110,False
1111017500102340017,True,1,11110,False
1111017500102340020,True,1,11110,False
1111017500102340049,True,1,11110,False
1111017500102350001,False,1,11110,False
1111017500102350003,False,1,11110,False
1111017500102370006,False,3,11110,False
1111017500102370007,False,1,11110,False
1111017500102370011,True,2,11110,False
1111017500102400001,False,1,11110,False
1111017500102410008,False,1,11110,False
1111017500102410019,False,2,11110,False
1111017500102430000,False,1,11110,False
1111017500102460000,False,1,11110,False
1111017500102670000,False,1,11110,False
1111017500102770000,False,1,11110,False
1111017500102960011,True,1,11110,False
1111017500102960021,False,1,11110,False
1111017500102980009,False,1,11110,False
1111017500103130005,True,1,11110,False
1111017500103130012,False,1,11110,False
1111017500103130017,True,1,11110,False
1111017500103130019,True,1,11110,False
1111017500103130020,True,1,11110,False
1111017500103130023,True,1,11110,False
1111017500103160001,False,1,11110,False
1111017500103160002,False,1,11110,False
1111017500103170019,False,1,11110,False
1111017500103170029,False,1,11110,False
1111017500103170036,False,1,11110,False
1111017500103170041,True,1,11110,False
1111017500103170048,False,1,11110,False
1111017500103170058,False,1,11110,False
1111017500103170064,True,1,11110,False
1111017500103180002,True,1,11110,False
1111017500103180008,False,1,11110,False
1111017500103180013,False,1,11110,False
1111017500103240000,False,1,11110,False
1111017500103430000,True,1,11110,False
1111017500103440000,True,1,11110,False
1111017500103610000,True,1,11110,False
1111017500103620002,True,2,11110,False
1111017500103650000,True,2,11110,False
1111017500103660000,False,2,11110,False
1111017500103840000,True,1,11110,False
1111017500103870000,True,1,11110,False
1111017500103910000,True,1,11110,False
1111017500104270000,True,1,11110,False
1111017500104280000,True,1,11110,False
1111017500104290000,True,1,11110,False
1111017500104350000,True,4,11110,False
1111017500104400000,True,1,11110,False
1111017500104620000,True,1,11110,False
1111017500104640000,True,1,11110,False
1111017500104790000,True,1,11110,False
1111017500104900000,True,1,11110,False
1111017500105560000,False,1,11110,False
1111017500105620000,True,2,11110,False
1111017500105630001,False,1,11110,False
1111017500105740000,True,1,11110,False
