NTFC_SN,area_ha,n_seo,n_nat,d_seo,d_nat
11000NTC201112226346,5.848982674310749,15.0,1.0,2.564548543780328,0.17096990291868855
11000NTC201310316986,2.5310628577759466,5.0,1.0,1.9754546927347023,0.39509093854694044
11410NTC202503100001,8.876458987946966,589.0,407.0,66.35528883756265,45.851617244292015
11000NTC200403305980,2.5837779503937885,19.0,14.0,7.35357308746452,5.418422274973857
11530NTC202408200001,6.3421566197663575,338.0,314.0,53.29417424769491,49.50997252596509
11650NTC202504150005,0.5067653921772463,19.0,18.0,37.49269443670802,35.51939472951286
11440NTC202406030001,2.9971927314838993,260.0,213.0,86.74784149475597,71.06650091685778
11000NTC202209200002,0.18933152165292713,13.0,9.0,68.66262884545414,47.53566612377595
11000NTC199803047717,7.213491114773441,189.0,133.0,26.200905635403426,18.437674336024635
11140NTC202306290001,6.38796941349548,747.0,451.0,116.93856868222599,70.60146516155812
11590NTC202305240002,3.8236519251804837,192.0,127.0,50.21377566707703,33.21432036311866
11000NTC197703301949,2.9288834123168566,13.0,0.0,4.438551546753619,0.0
